01_VIHUB1.2_A9_L_7_01,823
01_VIHUB1.2_A9_L_8_01,107894
01_VIHUB1.2_A9_L_8_02,69194
01_VIHUB1.2_A9_L_9_01,107902
01_VIHUB1.2_A9_L_9_02,107852
01_VIHUB1.2_A9_L_9_03,52077
01_VIHUB1.2_A9_L_10_01,80836
01_VIHUB1.2_A9_L_11_01,107902
01_VIHUB1.2_A9_L_11_02,58707
01_VIHUB1.2_A9_L_12_01,107902
01_VIHUB1.2_A9_L_12_02,89640
01_VIHUB1.2_A9_L_12_03,118
01_VIHUB1.2_A9_L_13_01,89795
01_VIHUB1.2_A9_L_13_02,107776
01_VIHUB1.2_A9_L_13_03,50482
01_VIHUB1.2_A9_L_14_01,107903
01_VIHUB1.2_A9_L_14_02,107862
01_VIHUB1.2_A9_L_14_03,88461
01_VIHUB1.2_A9_L_15_01,28720
01_VIHUB1.2_A9_L_16_01,107903
01_VIHUB1.2_A9_L_16_02,88684
01_VIHUB1.2_A9_L_16_03,68743
01_VIHUB1.2_A9_L_18_01,107903
01_VIHUB1.2_A9_L_18_02,83514
01_VIHUB1.2_A9_L_19_01,107902
01_VIHUB1.2_A9_L_19_02,85759
01_VIHUB1.2_A9_L_19_03,9692
01_VIHUB1.2_A9_L_20_01,107890
01_VIHUB1.2_A9_L_20_02,107840
01_VIHUB1.2_A9_L_20_03,22723
01_VIHUB1.2_A9_L_21_01,107899
01_VIHUB1.2_A9_L_21_02,57903
01_VIHUB1.2_A9_L_22_01,107902
01_VIHUB1.2_A9_L_22_02,97637
01_VIHUB1.2_A9_L_22_03,7945
01_VIHUB1.2_A9_L_23_01,107900
01_VIHUB1.2_A9_L_23_02,107861
01_VIHUB1.2_A9_L_23_03,14412
01_VIHUB1.2_A9_L_24_01,107900
01_VIHUB1.2_A9_L_24_02,45245
01_VIHUB1.2_A9_L_25_01,107903
01_VIHUB1.2_A9_L_25_02,87376
01_VIHUB1.2_A9_L_26_01,88504
01_VIHUB1.2_A9_L_27_01,88
01_VIHUB1.2_A9_L_29_01,85733
01_VIHUB1.2_A9_L_29_02,16666
01_VIHUB1.2_A9_L_30_01,107900
01_VIHUB1.2_A9_L_30_02,81006
01_VIHUB1.2_A9_L_31_01,107904
01_VIHUB1.2_A9_L_31_02,107859
01_VIHUB1.2_A9_L_31_03,47847
01_VIHUB1.2_A9_L_32_01,107894
01_VIHUB1.2_A9_L_32_02,75867
01_VIHUB1.2_A9_L_32_03,1426
01_VIHUB1.2_A9_L_33_01,107889
01_VIHUB1.2_A9_L_33_02,92430
01_VIHUB1.2_A9_L_33_03,4969
01_VIHUB1.2_A9_L_34_01,107901
01_VIHUB1.2_A9_L_34_02,26869
01_VIHUB1.2_A9_L_35_01,107895
01_VIHUB1.2_A9_L_35_02,34687
01_VIHUB1.2_A9_L_36_01,107891
01_VIHUB1.2_A9_L_36_02,101157
01_VIHUB1.2_A9_L_37_01,107895
01_VIHUB1.2_A9_L_37_02,90915
01_VIHUB1.2_A9_L_37_03,43446
01_VIHUB1.2_A9_L_38_01,107896
01_VIHUB1.2_A9_L_38_02,107848
01_VIHUB1.2_A9_L_38_03,87389
01_VIHUB1.2_A9_L_39_01,107900
01_VIHUB1.2_A9_L_39_02,107858
01_VIHUB1.2_A9_L_39_03,95489
01_VIHUB1.2_A9_L_40_01,107893
01_VIHUB1.2_A9_L_40_02,107843
01_VIHUB1.2_A9_L_40_03,107851
01_VIHUB1.2_A9_L_40_04,107870
01_VIHUB1.2_A9_L_40_05,65358
01_VIHUB1.2_A9_L_41_01,89491
01_VIHUB1.2_A9_L_42_01,215799
01_VIHUB1.2_A9_L_42_02,200867
01_VIHUB1.2_A9_L_43_01,209639
01_VIHUB1.2_A9_L_43_02,51061
01_VIHUB1.2_A9_L_44_01,215806
01_VIHUB1.2_A9_L_44_02,215766
01_VIHUB1.2_A9_L_44_03,137855
01_VIHUB1.2_A9_L_44_04,43447
01_VIHUB1.2_A9_L_45_01,215804
01_VIHUB1.2_A9_L_45_02,215760
01_VIHUB1.2_A9_L_45_03,0
01_VIHUB1.2_A9_L_46_01,215801
01_VIHUB1.2_A9_L_46_02,3156
01_VIHUB1.2_A9_L_47_01,215800
01_VIHUB1.2_A9_L_47_02,215757
01_VIHUB1.2_A9_L_47_03,199704
01_VIHUB1.2_A9_L_47_04,37584
01_VIHUB1.2_A9_L_48_01,75598
01_VIHUB1.2_A9_L_48_02,195971
01_VIHUB1.2_A9_L_48_03,115069
01_VIHUB1.2_A9_L_49_01,215791
01_VIHUB1.2_A9_L_49_02,215742
01_VIHUB1.2_A9_L_49_03,202411
01_VIHUB1.2_A9_L_50_01,173909
01_VIHUB1.2_A9_L_50_02,38568
01_VIHUB1.2_A9_L_51_01,215810
01_VIHUB1.2_A9_L_51_02,163455
01_VIHUB1.2_A9_L_51_03,93381
01_VIHUB1.2_A9_L_52_01,215800
01_VIHUB1.2_A9_L_52_02,215761
01_VIHUB1.2_A9_L_52_03,65746
01_VIHUB1.2_A9_L_53_01,215807
01_VIHUB1.2_A9_L_53_02,156118
01_VIHUB1.2_A9_L_53_03,81822
L_7,0
L_8,0
L_9,0
L_10,0
L_11,0
L_12,0
L_13,0
L_14,0
L_15,0
