,Video_name,totalFrame,fps,IB_count,OOB_count,total_time,IB_event_time,OOB_event_time,OOB_event_cnt,annotation_start_point,annotation_end_point,start_frame_idx,end_frame_idx,OOB_event_duration,start_frame_time,end_frame_time
0,R_1_ch1_01,137142,30,128830,8312,4571.4,4294.333333333333,277.06666666666666,6,20994,119455,20994,26032,167.96666666666667,699.8,867.7333333333333
1,R_1_ch1_01,137142,30,128830,8312,4571.4,4294.333333333333,277.06666666666666,6,20994,119455,60843,61400,18.6,2028.1,2046.6666666666667
2,R_1_ch1_01,137142,30,128830,8312,4571.4,4294.333333333333,277.06666666666666,6,20994,119455,85554,86175,20.733333333333334,2851.8,2872.5
3,R_1_ch1_01,137142,30,128830,8312,4571.4,4294.333333333333,277.06666666666666,6,20994,119455,97315,98066,25.066666666666666,3243.8333333333335,3268.866666666667
4,R_1_ch1_01,137142,30,128830,8312,4571.4,4294.333333333333,277.06666666666666,6,20994,119455,118025,118673,21.633333333333333,3934.1666666666665,3955.766666666667
5,R_1_ch1_01,137142,30,128830,8312,4571.4,4294.333333333333,277.06666666666666,6,20994,119455,118764,119455,23.066666666666666,3958.8,3981.8333333333335
6,R_1_ch1_03,137293,30,132827,4466,4576.433333333333,4427.566666666667,148.86666666666667,6,5758,137292,5758,6399,21.4,191.93333333333334,213.3
7,R_1_ch1_03,137293,30,132827,4466,4576.433333333333,4427.566666666667,148.86666666666667,6,5758,137292,16019,16812,26.466666666666665,533.9666666666667,560.4
8,R_1_ch1_03,137293,30,132827,4466,4576.433333333333,4427.566666666667,148.86666666666667,6,5758,137292,33708,34525,27.266666666666666,1123.6,1150.8333333333333
9,R_1_ch1_03,137293,30,132827,4466,4576.433333333333,4427.566666666667,148.86666666666667,6,5758,137292,41976,42663,22.933333333333334,1399.2,1422.1
10,R_1_ch1_03,137293,30,132827,4466,4576.433333333333,4427.566666666667,148.86666666666667,6,5758,137292,113735,114871,37.9,3791.1666666666665,3829.0333333333333
11,R_1_ch1_03,137293,30,132827,4466,4576.433333333333,4427.566666666667,148.86666666666667,6,5758,137292,136906,137292,12.9,4563.533333333334,4576.4
12,R_1_ch1_06,2071,30,1691,380,69.03333333333333,56.36666666666667,12.666666666666666,1,0,379,0,379,12.666666666666666,0.0,12.633333333333333
13,R_2_ch1_01,136952,30,119247,17705,4565.066666666667,3974.9,590.1666666666666,14,1919,135379,1919,2996,35.93333333333333,63.96666666666667,99.86666666666666
14,R_2_ch1_01,136952,30,119247,17705,4565.066666666667,3974.9,590.1666666666666,14,1919,135379,3724,8276,151.76666666666668,124.13333333333334,275.8666666666667
15,R_2_ch1_01,136952,30,119247,17705,4565.066666666667,3974.9,590.1666666666666,14,1919,135379,16917,17670,25.133333333333333,563.9,589.0
